claim_no,policy_no,claim_date,months_as_customer,injury,property,vehicle,total,collision_type,number_of_vehicles_involved,age,insured_relationship,license_issue_date,date,hour,type,severity,number_of_witnesses,suspicious_activity
949cf719-adc3-4a12-b7e1-22cb439f6f6e,102069721,2017-12-20,458,740,740,4440,5920,Front Collision,1,42.0,unmarried,08-11-2012,2017-12-16,11,Single Vehicle Collision,Total Loss,3,false
0f380316-b33f-4a2d-82f8-8689632a2fcb,102068767,2016-12-22,150,14100,14100,63450,91650,Front Collision,4,28.0,wife,18-10-2017,2016-12-18,11,Multi-vehicle Collision,Total Loss,2,true
510c2200-db95-4b93-b929-e84f2bfb4577,102142339,2020-03-18,25,530,530,4240,5300,Rear Collision,1,25.0,not-in-family,30-12-2010,2020-03-07,3,Single Vehicle Collision,Total Loss,0,false
089732e8-3bfc-480c-b4d1-f39cd6ad6831,102104560,2017-12-24,178,8000,4000,28000,40000,null,1,32.0,unmarried,24-07-2012,2017-12-20,12,Single Vehicle Collision,Major Damage,2,false
7468ca61-f17a-484a-969c-a1195db322b9,102124811,2018-12-28,129,3530,3530,28240,35300,Side Collision,1,29.0,unmarried,19-05-2014,2018-12-09,5,Single Vehicle Collision,Trivial Damage,3,false
36f5a448-841f-4861-9786-3c026c86c9f9,102077307,2017-03-26,264,5550,5550,33300,44400,Side Collision,1,26.0,not-in-family,22-05-2014,2017-03-20,8,Single Vehicle Collision,Total Loss,2,false
6ff8ceb7-b040-46d3-9453-8bdcfbf2bd5a,102077455,2017-03-27,104,5000,10000,35000,50000,Side Collision,4,33.0,other-relative,24-12-2006,2017-03-23,10,Multi-vehicle Collision,Total Loss,2,false
b4b0bfc2-43dd-4157-9176-290ce6a735c0,102066205,2016-11-21,398,9900,9900,44550,64350,Front Collision,1,31.0,unmarried,20-02-2010,2016-11-11,6,Single Vehicle Collision,Total Loss,2,false
921dfca6-c750-4b4e-8f4c-c248f0b5266c,102132150,2019-07-12,194,7060,14120,56480,77660,Side Collision,1,28.0,unmarried,24-08-2016,2019-07-06,6,Single Vehicle Collision,Total Loss,2,false
e83bf5ae-f504-4c45-ac09-3cdb079bdb0e,102058327,2016-08-12,117,7230,14460,43380,65070,Side Collision,1,39.0,wife,04-01-2006,2016-08-08,3,Single Vehicle Collision,Minor Damage,2,false
d3664dc5-3fcf-4582-8e71-c1721cc33eba,102106403,2017-12-25,186,4630,9260,46300,60190,Rear Collision,1,34.0,not-in-family,03-02-2009,2017-12-21,20,Vehicle Theft,Minor Damage,3,false
d31f3a10-9a3c-4a9f-a4d9-51ec43d4510e,102064931,2016-11-07,370,4430,4430,39870,48730,Side Collision,1,30.0,own-child,31-01-2012,2016-10-13,9,Single Vehicle Collision,Minor Damage,2,false
9673ab17-b2bb-4400-8f7f-f9f2faeb031f,102132589,2019-07-21,200,6840,6840,47880,61560,Side Collision,4,29.0,not-in-family,19-05-2011,2019-07-07,3,Multi-vehicle Collision,Major Damage,3,false
eaacbf07-1356-43f1-8392-2ec5b54f5af7,102059537,2016-08-28,239,10160,5080,35560,50800,Rear Collision,4,118.0,wife,20-09-2004,2016-08-16,2,Multi-vehicle Collision,Total Loss,1,false
921a9bcc-abcf-4543-87e8-32a23f3c8cdb,102125939,2019-01-19,215,6060,12120,42420,60600,Rear Collision,1,32.0,unmarried,25-11-2013,2019-01-16,10,Vehicle Theft,Trivial Damage,3,false
a9b08b74-9398-4bd0-8e95-48c9a400570d,102089269,2017-08-25,212,8580,4290,21450,34320,Side Collision,1,40.0,not-in-family,14-06-2004,2017-08-23,7,Single Vehicle Collision,Minor Damage,3,false
a53770b4-fdff-4506-94ac-8f265405a4a4,102116538,2018-03-17,27,13840,6920,55360,76120,null,1,30.0,unmarried,18-01-2015,2018-03-15,17,Parked Car,Minor Damage,1,false
e5be1e4d-5b8b-4e88-b6a4-37a380918795,102142345,2020-03-18,285,7910,15820,63280,87010,Rear Collision,4,38.0,unmarried,08-09-2004,2020-03-10,10,Multi-vehicle Collision,Total Loss,3,false
436e034b-d3f3-4499-a546-263ea61a6668,102102455,2017-12-25,146,16300,8150,57050,81500,Front Collision,4,49.0,wife,05-10-1995,2017-10-26,2,Multi-vehicle Collision,Minor Damage,0,false
d33dbb46-c2b9-49dd-b934-52527876cda5,102132242,2019-07-14,369,960,960,4320,6240,Side Collision,1,27.0,husband,27-04-2016,2019-07-13,17,Single Vehicle Collision,Trivial Damage,2,false
ee41bd3a-b111-445a-baef-9636051f5259,102110392,2017-12-25,134,9020,4510,31570,45100,Side Collision,4,57.0,wife,11-11-2012,2017-12-24,1,Multi-vehicle Collision,Major Damage,3,true
ce516027-c2aa-4f88-a8dc-7b27f722eede,102135168,2019-09-20,156,6790,13580,54320,74690,Front Collision,1,22.0,wife,30-10-2016,2019-09-16,17,Vehicle Theft,Total Loss,0,true
d9029c8e-b3f6-42af-9402-ae0737207d6d,102085346,2017-07-02,283,5850,11700,46800,64350,Rear Collision,1,23.0,not-in-family,24-03-2013,2017-06-21,19,Single Vehicle Collision,Major Damage,0,false
2d67ca26-0801-4152-8c48-3b9cca6652ab,102144822,2020-05-23,334,10000,10000,35000,55000,Front Collision,4,37.0,unmarried,12-03-2003,2020-05-13,15,Multi-vehicle Collision,Trivial Damage,3,true
b5af1011-e502-4c22-81f2-9c6f3872a5e1,102106431,2017-12-26,31,10860,5430,38010,54300,Rear Collision,4,50.0,husband,26-09-2016,2017-10-27,13,Multi-vehicle Collision,Minor Damage,0,true
58248262-8122-4863-8904-734468348f95,102126277,2019-02-05,241,11320,5660,39620,56600,null,1,50.0,other-relative,26-09-2016,2018-08-19,0,Parked Car,Total Loss,0,false
fc4855b7-f47d-4a0b-805c-5badd441e87f,102111573,2017-12-26,193,9780,9780,44010,63570,Side Collision,1,20.0,wife,22-10-2015,2017-12-22,3,Single Vehicle Collision,Minor Damage,0,false
cd13b684-81c7-435d-963e-3dc0f2958fc5,102139870,2020-01-23,151,7470,14940,52290,74700,Rear Collision,1,31.0,own-child,12-08-2015,2020-01-17,18,Single Vehicle Collision,Total Loss,2,false
a8ffbcea-ecf6-407d-83a0-c8ae42c665f4,102058399,2016-08-13,195,11760,5880,41160,58800,Rear Collision,4,27.0,husband,09-03-2015,2016-08-05,4,Multi-vehicle Collision,Total Loss,1,false
1fbd1a0a-0a20-46d8-834f-88dcc18bb357,102063695,2016-10-23,35,7050,14100,49350,70500,Side Collision,1,38.0,not-in-family,05-02-2002,2016-10-20,2,Single Vehicle Collision,Minor Damage,2,false
c55dac08-d120-4b3b-a8d4-b57275cc3010,102117360,2018-04-08,310,6160,12320,43120,61600,Rear Collision,1,48.0,unmarried,14-05-2005,2018-03-01,20,Single Vehicle Collision,Total Loss,0,false
26dcf6b2-1e0a-4a32-8dc9-4d19cab1e710,102053692,2016-06-05,246,9040,9040,36160,54240,Side Collision,1,33.0,husband,31-12-2002,2016-06-04,17,Vehicle Theft,Minor Damage,0,false
b751ff87-5d53-4409-8728-b932d013799e,102110058,2017-12-27,267,9600,9600,38400,57600,null,1,51.0,husband,25-08-2001,2017-12-19,7,Single Vehicle Collision,Total Loss,2,true
fadb760a-917a-434e-b29f-6e42eb9b0189,102103672,2017-12-27,298,16650,11100,38850,66600,Rear Collision,4,21.0,other-relative,27-07-2016,2017-12-25,21,Multi-vehicle Collision,Major Damage,2,false
1cbfc123-1d7f-49a6-a43d-1db7d9423dc8,102128665,2019-03-23,245,9040,9040,72320,90400,Side Collision,1,42.0,own-child,25-12-1995,2019-03-11,23,Parked Car,Major Damage,3,false
c5782426-ab54-4f1c-a5bd-b8169abd9480,102151508,2020-11-07,11,13300,6650,59850,79800,Rear Collision,4,58.0,other-relative,13-12-2003,2020-08-23,1,Multi-vehicle Collision,Minor Damage,0,false
789a4522-e4d2-4b38-aae3-cac866492269,102147458,2020-07-29,298,14100,14100,63450,91650,Side Collision,4,43.0,unmarried,29-12-2002,2020-07-29,20,Multi-vehicle Collision,Minor Damage,0,false
7493afab-27c8-4f1b-a77d-5852b8383d19,102123757,2018-10-31,298,7050,14100,49350,70500,Side Collision,1,32.0,husband,02-03-2014,2018-10-30,20,Single Vehicle Collision,Major Damage,1,true
673d78cc-9776-4af4-9091-113dbdc117d3,102086709,2017-07-22,194,3050,6100,24400,33550,Side Collision,1,52.0,other-relative,16-01-2002,2017-07-21,22,Single Vehicle Collision,Total Loss,3,false
d660a05c-68d5-4a5e-8e4a-4075ada6e006,102068751,2017-01-31,325,540,1080,4860,6480,Rear Collision,1,51.0,wife,01-07-2001,2017-01-28,15,Single Vehicle Collision,Minor Damage,2,true
34e637c7-64c5-4616-bf31-28296ff3f277,102052195,2016-05-07,315,15040,15040,60160,90240,Rear Collision,1,26.0,other-relative,17-03-2011,2016-01-21,21,Single Vehicle Collision,Trivial Damage,1,false
7a33a0b6-4d96-4dc0-a2d4-1d48bfe31164,102132764,2019-07-25,389,11440,5720,45760,62920,Side Collision,1,44.0,not-in-family,16-11-1997,2019-07-18,13,Single Vehicle Collision,Minor Damage,2,false
7deb00e9-90bd-49e5-8016-2499415f93d8,102130108,2019-06-08,65,600,600,4200,5400,Side Collision,1,41.0,own-child,23-11-2003,2019-06-05,10,Single Vehicle Collision,Total Loss,0,true
2fc18f69-4909-437b-97cd-9d6ea73f7a2c,102151748,2020-12-07,75,1240,620,4960,6820,Front Collision,4,34.0,wife,08-11-2015,2019-07-08,7,Multi-vehicle Collision,Total Loss,2,false
12cb16ef-13ff-4648-8814-6ab88bb4fb01,102093941,2017-11-03,369,7880,15760,70920,94560,null,1,33.0,other-relative,29-06-2002,2017-11-02,16,Single Vehicle Collision,Major Damage,0,false
acdb2801-6ebe-4248-a8b4-dbda204d8a0f,102116905,2018-03-31,255,640,640,2560,3840,Front Collision,1,31.0,own-child,24-11-2010,2018-03-21,11,Parked Car,Major Damage,2,false
20fdc4ab-385f-403c-b36b-55ec203c10dc,102128170,2019-03-13,30,7590,15180,60720,83490,Rear Collision,4,29.0,not-in-family,06-10-2013,2019-03-12,23,Multi-vehicle Collision,Total Loss,1,false
15606d79-cbbc-40f5-9348-08e1dbbc912e,102122898,2018-10-04,254,0,960,3360,4320,null,1,20.0,wife,18-07-2015,2018-09-22,7,Single Vehicle Collision,Minor Damage,1,false
6fa6c224-ce81-4759-a4b9-131b3bdf2ac7,102093216,2017-10-23,55,1300,650,5200,7150,Side Collision,1,41.0,unmarried,03-07-2005,2017-10-21,17,Parked Car,Minor Damage,1,false
482d7311-bde0-41f4-a0b0-c591cd1e4631,102075385,2017-03-02,76,13480,13480,47180,74140,null,1,45.0,not-in-family,27-12-1993,2017-01-19,1,Parked Car,Minor Damage,2,false
50cc1ee7-d646-4592-b430-404153894e1f,102127264,2019-02-20,61,10540,5270,42160,57970,Side Collision,1,34.0,not-in-family,17-07-2013,2019-01-16,20,Single Vehicle Collision,Total Loss,0,false
57c3a4b2-1283-4abe-a846-3940f6b0ead8,102077931,2017-04-02,116,8320,16640,66560,91520,null,1,56.0,other-relative,02-01-1990,2017-02-28,3,Vehicle Theft,Total Loss,3,true
d6db8595-97da-44eb-bb4f-0fe1f8a44c8d,102074976,2017-02-25,269,10560,5280,36960,52800,null,1,27.0,other-relative,21-01-2014,2017-01-12,1,Single Vehicle Collision,Minor Damage,2,false
5871dcde-1554-4beb-881b-cfe5f725a57e,102074368,2018-02-01,27,4280,8560,34240,47080,Side Collision,4,25.0,wife,23-01-2014,2018-01-01,18,Multi-vehicle Collision,Total Loss,2,false
4250f394-e786-4f93-9feb-bbbc00f180eb,102111923,2018-02-01,371,640,1280,4480,6400,Side Collision,1,35.0,wife,28-01-2010,2017-12-28,6,Single Vehicle Collision,Total Loss,3,false
269d0f98-5a92-4f07-89d8-991b810f39bc,102124755,2018-12-08,468,13520,6760,47320,67600,Side Collision,4,44.0,own-child,08-11-2016,2018-10-19,16,Multi-vehicle Collision,Major Damage,1,false
9fea3ec8-5cc0-46b6-924d-12c377424e26,102071117,2017-01-17,47,5710,5710,39970,51390,null,4,48.0,wife,14-05-2005,2016-11-03,17,Multi-vehicle Collision,Major Damage,0,false
8002b7ef-1820-486a-9c73-c93acc3a5735,102086183,2017-07-14,27,6410,12820,38460,57690,Side Collision,4,36.0,not-in-family,12-09-2017,2017-06-11,22,Multi-vehicle Collision,Total Loss,3,false
d39f0f73-5893-4795-be25-8ecbd11e52df,102059019,2016-08-21,158,1460,1460,5840,8760,Side Collision,4,33.0,unmarried,18-03-2010,2016-07-21,14,Multi-vehicle Collision,Total Loss,1,false
1846512e-68d6-4323-89e1-08fb174b9538,102096171,2017-11-30,163,9760,4880,39040,53680,Side Collision,4,37.0,husband,21-09-2003,2017-10-01,12,Multi-vehicle Collision,Major Damage,2,false
90873489-9e80-4699-b848-3579e53a4d93,102102224,2018-03-01,119,480,480,1680,2640,Rear Collision,1,25.0,wife,12-07-2010,2017-12-30,9,Vehicle Theft,Minor Damage,0,false
c9f0af19-14a7-49d0-9dc4-30b3f4035b47,102128675,2019-03-28,244,1240,620,4340,6200,Front Collision,1,42.0,not-in-family,15-10-2006,2019-01-27,7,Single Vehicle Collision,Minor Damage,3,false
04c664fe-0db0-43de-aea1-f38a49d55bc4,102081363,2018-03-01,373,3300,9900,23100,36300,Rear Collision,1,29.0,unmarried,17-12-2014,2018-01-02,5,Parked Car,Minor Damage,1,false
2e113cd4-bf4d-415b-a03e-854e251101f3,102101148,2018-03-01,193,13100,19650,45850,78600,Rear Collision,1,48.0,husband,12-11-1989,2018-01-02,21,Single Vehicle Collision,Minor Damage,1,true
616e7260-afd6-416a-876a-4e8370f0617b,102073677,2017-02-15,283,14900,7450,67050,89400,Front Collision,1,26.0,other-relative,03-05-2017,2016-12-11,5,Parked Car,Trivial Damage,3,false
4f33b0c2-e61f-4a20-bf5f-f62526a8cba6,102090874,2017-09-15,134,10700,10700,37450,58850,Front Collision,4,37.0,other-relative,20-01-2010,2016-05-07,2,Multi-vehicle Collision,Total Loss,3,false
dc3cdab3-cb03-4e69-9664-22862fe940c5,102144683,2020-05-20,146,5340,5340,42720,53400,Rear Collision,4,34.0,unmarried,25-08-2008,2020-02-13,6,Multi-vehicle Collision,Major Damage,1,false
68de91c0-fbf9-4cfc-9d67-b9b450b5eb45,102112797,2018-04-01,285,480,240,1440,2160,null,1,30.0,other-relative,27-08-2012,2017-12-07,17,Parked Car,Major Damage,2,false
41e5f935-47b2-4f9e-bc01-5d7a976995e4,102067510,2016-12-04,272,6110,12220,54990,73320,Front Collision,4,29.0,unmarried,23-12-2017,2016-09-06,7,Multi-vehicle Collision,Minor Damage,0,true
685665dc-e699-4a8e-8070-a18eefb588ed,102122477,2018-09-19,155,5570,11140,44560,61270,Rear Collision,1,33.0,unmarried,12-04-2007,2018-06-22,18,Single Vehicle Collision,Minor Damage,3,false
5cafe04d-9864-4bb4-aa7d-1cfec6c9bcb2,102089696,2017-08-12,460,10860,10860,48870,70590,Rear Collision,1,50.0,unmarried,12-01-1993,2017-05-15,10,Single Vehicle Collision,Major Damage,2,false
b0e87529-ec3d-478c-a599-82a1d9fc0203,102065915,2016-11-17,215,6850,6850,47950,61650,Front Collision,1,20.0,husband,14-05-2015,2016-08-18,11,Parked Car,Minor Damage,0,true
6b7a0e66-ced7-47fe-84cd-e904ddaca2c9,102075138,2017-02-28,156,0,3600,25200,28800,Side Collision,4,43.0,husband,02-02-2003,2016-12-01,15,Multi-vehicle Collision,Minor Damage,0,false
3a8af7b0-8885-44e6-8b77-b5a7d3017847,102135859,2019-10-06,194,12980,19470,58410,90860,Rear Collision,4,32.0,own-child,16-06-2010,2019-06-27,0,Multi-vehicle Collision,Minor Damage,2,false
13b628e9-9457-4866-abe1-474d655020b8,102091000,2017-10-08,85,12300,6150,43050,61500,Side Collision,4,55.0,unmarried,11-03-1991,2017-07-01,2,Multi-vehicle Collision,Minor Damage,3,true
0100d0ea-98e4-4575-b521-e2b70320e901,102149482,2020-09-18,461,460,920,3680,5060,Side Collision,4,21.0,wife,03-07-2015,2020-05-08,5,Multi-vehicle Collision,Major Damage,3,false
aaa57fc1-330c-48ec-bff4-c28a799eaea8,102119168,2018-07-01,160,510,510,3570,4590,null,1,25.0,husband,20-04-2017,2017-11-14,9,Single Vehicle Collision,Total Loss,2,false
d69cdd12-b837-4436-ba21-5c7b3fb1ab1c,102069540,2018-07-01,146,7530,15060,60240,82830,Side Collision,4,53.0,wife,05-11-2001,2018-01-02,10,Multi-vehicle Collision,Major Damage,3,false
d4f51c22-acdf-470e-8ef3-b322af1011b5,102111818,2018-07-01,186,5280,5280,42240,52800,Rear Collision,4,38.0,own-child,26-04-2009,2017-12-29,19,Multi-vehicle Collision,Major Damage,1,false
70508cad-690d-445b-891a-3cce82b75d15,102119222,2018-07-01,284,16160,16160,72720,105040,Rear Collision,4,52.0,husband,02-05-2013,2018-01-03,22,Multi-vehicle Collision,Total Loss,2,false
c1414fe1-1200-4077-b2c2-a25c17b80d45,102143653,2020-04-20,27,8640,8640,34560,51840,Rear Collision,4,33.0,own-child,01-04-2002,2019-10-20,22,Multi-vehicle Collision,Minor Damage,1,false
64c42e84-54c1-4a0c-aa78-2dcfd3ad3cdb,102053675,2016-06-05,100,4610,4610,32270,41490,Rear Collision,1,33.0,husband,18-04-2010,2015-12-12,18,Parked Car,Total Loss,3,false
cc982df7-731f-4da7-a96b-5410ab744e2e,102056611,2016-07-17,204,10860,5430,38010,54300,Side Collision,4,36.0,own-child,14-07-2013,2015-12-23,2,Multi-vehicle Collision,Minor Damage,1,false
be308a46-7343-4346-9e88-5e8c051bf305,102151120,2020-10-28,269,5300,10600,47700,63600,Rear Collision,1,25.0,unmarried,20-10-2016,2020-03-23,4,Parked Car,Major Damage,2,false
323aa157-45b3-40ea-8e50-8d181a1a942c,102113743,2018-08-01,32,6660,6660,46620,59940,Side Collision,1,22.0,not-in-family,03-11-2013,2018-01-06,9,Vehicle Theft,Minor Damage,3,true
95c73667-e547-4a8b-8138-994323f0edc0,102049202,2016-01-20,5,2850,5700,22800,31350,null,1,39.0,other-relative,25-10-2015,2015-06-24,7,Single Vehicle Collision,Total Loss,0,false
2dc04cd1-dcc7-4309-91fc-3567345379ae,102052845,2016-05-21,37,15580,15580,54530,85690,Rear Collision,4,25.0,unmarried,23-06-2016,2015-10-19,13,Multi-vehicle Collision,Total Loss,0,false
a1ba04da-29a2-4130-ab5e-e443834ea093,102142125,2020-03-12,266,5530,5530,33180,44240,Side Collision,4,19.0,other-relative,22-06-2017,2019-08-15,1,Multi-vehicle Collision,Major Damage,2,false
9533b2a2-3264-4378-ae85-abedce9cad09,102098692,2018-01-05,479,0,6680,46760,53440,Front Collision,1,26.0,own-child,11-06-2014,2017-06-13,20,Parked Car,Major Damage,0,false
f591b772-6ea0-44d8-8f47-bd86be073f6d,102072374,2017-01-31,101,860,860,3440,5160,null,1,62.0,own-child,06-03-1974,2016-07-06,5,Single Vehicle Collision,Trivial Damage,3,false
20057c0d-2f7c-4f8b-a8e8-f710cc1a56db,102063349,2016-10-20,102,5000,10000,35000,50000,Side Collision,1,41.0,not-in-family,16-04-2006,2016-02-06,7,Single Vehicle Collision,Trivial Damage,1,false
538ab71e-2139-4341-9a4d-ca97f909c44b,102095047,2017-11-16,328,10920,5460,49140,65520,Rear Collision,1,44.0,husband,08-05-2002,2017-04-13,17,Vehicle Theft,Minor Damage,0,true
aadd5801-92f5-47fc-a674-efe1b019dc08,102129700,2019-04-30,113,1100,1100,3850,6050,Side Collision,4,31.0,not-in-family,07-10-2009,2018-10-06,5,Multi-vehicle Collision,Major Damage,1,false
58a8585d-c620-4a2e-aad4-ea9414c169e5,102057159,2016-07-24,88,5590,5590,44720,55900,Rear Collision,4,34.0,unmarried,17-03-2011,2015-12-31,7,Multi-vehicle Collision,Total Loss,2,true
f003072f-3e28-43af-8e02-3893d0351015,102147966,2020-08-08,176,400,400,2400,3200,Side Collision,4,38.0,unmarried,07-02-2006,2019-12-28,21,Multi-vehicle Collision,Minor Damage,0,false
70be0f62-db82-4e79-a900-0e5576c155c1,102056635,2016-07-18,125,11040,11040,49680,71760,Rear Collision,1,44.0,husband,08-04-2010,2015-11-16,15,Single Vehicle Collision,Total Loss,1,true
3d2e6f3f-8a1b-4e67-9ab8-edf7017c1fad,102102241,2018-04-29,440,7620,7620,53340,68580,Rear Collision,4,37.0,husband,26-09-2010,2017-08-31,10,Multi-vehicle Collision,Minor Damage,1,false
5212059c-784d-484f-b392-eb89c3c6423c,102105132,2018-06-28,66,12100,6050,42350,60500,null,1,37.0,own-child,26-09-2010,2017-06-24,10,Vehicle Theft,Minor Damage,3,true
de87c0d7-abad-43bb-b97e-ce5ef99e12d8,102114424,2018-09-01,4,4070,4070,32560,40700,Side Collision,1,19.0,husband,07-06-2016,2018-01-08,14,Parked Car,Minor Damage,2,false
bfa9b3df-3c5e-49c2-8929-8d53e9a17206,102058521,2016-08-14,235,590,590,4720,5900,Rear Collision,4,39.0,not-in-family,21-06-2016,2015-12-20,5,Multi-vehicle Collision,Total Loss,3,true
27178d56-a1d4-4016-9e37-953547920ee0,102070246,2017-01-07,171,630,1260,5040,6930,Side Collision,1,27.0,husband,07-08-2014,2016-05-15,4,Single Vehicle Collision,Major Damage,0,false
0686f8f4-213c-45f1-a9b9-709f94e07a03,102060677,2016-09-12,61,450,900,3600,4950,Front Collision,1,24.0,own-child,13-12-2015,2016-01-21,1,Single Vehicle Collision,Minor Damage,2,false
a1c96d10-d23c-42e8-99c5-bcb81a55a2d7,102084426,2017-06-22,121,11960,11960,41860,65780,Side Collision,1,41.0,wife,04-04-1994,2016-09-28,6,Single Vehicle Collision,Trivial Damage,2,true
9653f6a2-7cd5-4947-a420-21b7c15429d3,102057721,2016-08-02,75,9760,9760,39040,58560,Side Collision,1,34.0,wife,25-05-2015,2015-11-11,3,Single Vehicle Collision,Major Damage,1,false
7bb51f7a-6c46-4235-86b6-0e0b9012ff57,102055355,2016-06-28,118,3900,3900,35100,42900,Side Collision,4,29.0,wife,25-07-2006,2015-10-07,13,Multi-vehicle Collision,Major Damage,3,true
f088d71f-9d3d-44af-af80-67515ad6c325,102083798,2017-06-15,0,430,860,2580,3870,Side Collision,4,27.0,not-in-family,23-09-2012,2016-09-04,11,Multi-vehicle Collision,Minor Damage,0,false
f584def0-14f2-42a4-a5bd-fa29da7bd929,102085278,2017-07-02,212,780,390,2730,3900,Front Collision,1,26.0,wife,18-12-2011,2016-09-23,21,Single Vehicle Collision,Minor Damage,0,true
676ca36c-dc5d-4e26-b9df-d71e96cd7cca,102096788,2017-12-08,104,10440,5220,36540,52200,null,4,42.0,own-child,28-03-2004,2017-02-21,20,Multi-vehicle Collision,Minor Damage,1,true
fbf150cd-a3ce-4476-b142-50cc7d41ac9d,102101832,2018-11-01,154,680,680,2380,3740,Front Collision,1,34.0,other-relative,21-11-2009,2018-01-01,10,Single Vehicle Collision,Major Damage,0,false
42ede45e-70e0-430b-91c0-2154b85470a6,102053603,2016-06-05,147,5000,5000,35000,45000,Front Collision,1,64.0,not-in-family,01-02-1982,2015-08-13,15,Vehicle Theft,Minor Damage,2,false
7a027f48-45aa-4779-89ad-6a987b53f5b4,102132956,2019-07-27,96,10220,10220,40880,61320,Side Collision,4,38.0,own-child,27-04-2003,2018-10-05,17,Multi-vehicle Collision,Minor Damage,2,false
8215bbee-635c-4886-9472-5ae62cdd8c00,102152546,2020-12-09,137,7700,3850,38500,50050,Front Collision,1,38.0,wife,27-04-2003,2020-02-19,10,Single Vehicle Collision,Minor Damage,2,false
9c86fa5b-14d0-46dc-80db-83f6aa4f1d49,102090522,2017-09-09,372,7240,14480,50680,72400,Front Collision,1,25.0,unmarried,15-07-2012,2016-11-18,20,Single Vehicle Collision,Minor Damage,3,false
16113c51-3642-4c41-8522-31645f632295,102150926,2020-11-04,95,9480,4740,33180,47400,null,4,29.0,not-in-family,21-09-2015,2020-01-12,9,Multi-vehicle Collision,Trivial Damage,3,true
9d62dd8c-e609-43c4-8904-40a2991a516f,102104952,2018-06-14,64,10900,10900,43600,65400,Side Collision,1,30.0,husband,05-02-2017,2017-07-23,12,Parked Car,Minor Damage,0,false
f8e98eb1-4dd6-44e8-9c2b-17acf80d425a,102142249,2020-03-14,468,520,520,3640,4680,Rear Collision,1,47.0,own-child,26-02-2004,2019-05-18,18,Single Vehicle Collision,Total Loss,1,false
